id	number	hotelID	isReserved
0021b85b-043c-4064-9243-d1a5a602058d	18	492de27f-3ed6-4bbe-b9d7-2ecb111201d2	0
003966f0-4bd6-47cd-a4ce-44a2654893ca	1	eaa2e2b4-3900-4667-9d3e-36d6703f329c	0
003e807c-2dea-46de-96d8-42490a43fac4	17	fc1cc0bc-65e9-442e-a82a-238e2ac5e735	0
005498e6-5711-4b86-ba50-82121a0295ef	16	63155ff8-638f-4bf3-b981-18d5b7da7b36	0
0062e5e8-6fd3-4b8b-8405-c2e9abacdfe8	10	e51bd9bf-d816-49f2-9fa9-4a94fd77bd76	0
0063b5d9-b7d3-42fd-af9f-4016bfeacb0d	3	40aa8137-6228-4593-8ae9-8a52784413c3	0
0087d350-243f-40e4-936e-762aa44e846d	3	6117f343-85be-4d2c-8a89-9e8490892b4b	0
00985092-98b1-4605-ab0c-63c67a77cc07	7	a99a5d12-cded-47d9-a4af-39d56ffd85b3	0
00aaf403-3c98-4ecc-aa25-f320e66fdd23	12	dcb6731a-a6ca-4bfe-9b70-0940c095c702	0
00bb5871-ab96-4108-891b-4fbfd9759c9a	20	0a098a12-4bd7-4565-8cf4-dba403e75f08	0
00c51c31-3c1f-4517-8c24-d5508b2d5a9f	15	e0268fc5-3a07-4f15-993a-e2da2a789b73	0
00c77d33-5bb9-4d80-bcef-8f0cc2e9990e	20	0b1e1d3e-5a18-4921-9e7c-aa54dbb1b37f	0
00d0ac27-aa4f-4c98-9f2b-a76f2c0620d2	2	f66de615-e5d9-4023-b52b-7bd2c953bf81	0
00ed4c82-e5b4-43e8-9187-6121e1ca785b	7	3dbe8661-00d0-4ef9-9ea4-3d8cf2df7403	0
01288e73-1827-490b-b700-6a4d447a5470	11	949eb127-e946-456e-bea5-621a2790c28a	0
015607e4-c090-43bb-9c8c-7eb7ff688bda	14	a7c78093-8b5c-4f0f-865f-675bfdd7666a	0
0162c8f3-eeca-4ff1-a242-487bfc5d531b	4	ae2c130d-3346-49af-a1e5-f646d610d657	0
0166eb79-213b-4856-9591-418b4d89bad5	14	8d29b831-2523-4c54-a59f-910cf4bf9e96	0
01740ddb-7a51-4c31-8745-4132953ad51f	2	0b1e1d3e-5a18-4921-9e7c-aa54dbb1b37f	0
019351f1-81e7-4887-ac4e-55ea9b3a5cb1	13	54a6eb4a-4659-444f-af59-eee9189727d2	0
01cb4d62-dcf3-4e6c-8a67-27105b68b92d	6	31e54da1-391e-46e7-93c0-e9ad82557436	0
01fc0135-681b-4915-a3ff-aa941ef7b3ad	12	a7d4197e-9074-44fc-9af5-159fb0e4391a	0
0203ae4f-46c5-4f1f-978a-7f1276773c1f	4	1d43b97f-7519-45ac-b5e9-066e3cad66d0	0
020efa0f-2652-46e5-91af-460f210cc311	7	65f6bdaf-7371-40a4-b2b0-12854535d9b7	0
023aee08-2ff4-4e3c-b99f-aeb3dbaa6b58	13	3af4d304-a7d3-4266-870d-7660c8308ce5	0
0247f75f-53d8-4869-89f6-384296c4266a	7	8575cf01-fe00-44ba-a086-309022de4adb	0
02526419-a724-495b-befb-b21ec3457b48	15	0e1d7ed2-ce59-46ca-862f-9165479bc188	0
025a8327-abc8-4423-afa6-c1e335bd14a6	5	31e54da1-391e-46e7-93c0-e9ad82557436	0
026ac807-a021-47a9-b4d7-224bba552490	7	aa2e0bcc-aef7-4b38-a6c7-e2c6492f9e4e	0
026d8b90-2e30-44ca-839b-bac967652559	1	c4dfe658-63d5-4979-ab50-4fd42ab017e9	0
02921f58-1bc3-4a3e-9be8-6b9c42d6d520	3	9cf197d1-8abe-4b20-8e82-c79f73c8c497	0
02a9aa22-75d2-4823-b787-4f41bc4904fa	18	0f4dc27d-29ab-4e57-8ad9-200401eb6a42	0
02d26df2-54e8-4494-83fe-1e11aee70f42	12	1ec1be57-32a3-44e8-b02a-9ef62c205722	0
02de5cca-533b-435f-be7c-0b913148c9be	8	718c376c-d0ef-49d0-b6bb-21a6eab9c6f0	0
02eda05d-97a2-46a9-9179-62495f780dee	9	a701f7bb-2d59-4b3c-85d8-1b15f432b264	0
02f24fc7-cf52-4eb5-a284-e2945541a20c	15	492de27f-3ed6-4bbe-b9d7-2ecb111201d2	0
03275922-b821-4cc5-aba2-ebc0a6a0d45a	9	492de27f-3ed6-4bbe-b9d7-2ecb111201d2	0
032fc94d-3b3e-48aa-b626-1bf0007caf3b	13	40aa8137-6228-4593-8ae9-8a52784413c3	0
0351af87-b505-471e-9be9-26da2fc96b91	18	65279ac9-9ff2-4521-9e7d-a696c7f30867	0
0361d9b4-a40d-4f77-bc97-6a5b578df4d7	5	671fd772-c94b-4c12-a08e-3e2edf4c601c	0
03c9c02d-e3b4-4846-a76b-b60395382805	19	72b2a064-887a-4928-b250-1b2796ee4760	0
03ef28ed-1357-4a5a-96ed-32b6be112c8a	8	894f1231-4e62-4c1b-b922-11199ae2130d	0
0459f70e-0936-4b33-8a95-62439c6f21db	19	0de17191-b236-4c6b-96ea-ea846e78abb3	0
045a86ba-5288-4613-b57f-7748cbe72554	18	02564a84-88e3-41be-b52c-7a688ede4210	0
0462cebe-527b-4ef3-96b6-2c0a38860213	4	31753f3c-caf5-470d-b345-f4f65f2c3118	0
0476e675-7a9a-4254-8a2f-9e6d41567f93	13	eb906652-9120-4d01-819e-f8d06a26e5ed	0
047885fc-a399-4e68-b81a-29ca797b0ea6	5	8e538862-4584-4be8-9f84-aafc0224385a	0
047d273f-9010-451c-88f8-dde779bf155b	18	b569bcb3-3917-4222-8d94-5c7163f72b11	0
04a1138a-194f-46be-90af-fcc17560e727	12	c4dfe658-63d5-4979-ab50-4fd42ab017e9	0
04a95a0f-d75b-40c6-b3b0-9ad9d18e7449	20	f4b1ddc3-5507-4b4d-a366-22d4487d1002	0
04cc0248-04e4-4119-9939-310ec6439b4b	7	ea8302db-4d3c-44dd-965f-1f0cac108b27	0
04f47900-de6d-49a6-89e0-45cbafc34214	15	940bd1ef-4d8d-4463-9831-1c4ef362e2ef	0
04f9da63-9f87-4d2a-933c-f76abdbde4c1	10	7189201a-ed02-461f-bd96-8010e49c8fc9	0
050e756f-145b-4ca6-9d7f-d6c8d40b8390	7	a7d4197e-9074-44fc-9af5-159fb0e4391a	0
05182398-38a6-436d-a738-6edd32ca55d8	10	1b986dfc-63fc-4bdf-a072-295f5dba5273	0
054040f3-c826-44a3-8f47-e5e97c1b4b61	16	a25d34b0-491e-4faa-8096-95ffa3250f18	0
055b4f75-42f2-442b-8f65-7e79f693d9be	20	8c59719f-f3ae-4287-8d5a-3fe451d641f1	0
0566f050-f647-473b-8e7a-6b9d27f6999f	16	325bd5f1-7f64-4baa-8a58-de57f3298d61	0
056c9018-221c-4534-81d8-98532418b926	18	efe18e73-1dff-4b36-97e8-f09bc968458f	0
059a86ce-986b-4dfd-ad5a-1029bdb3c238	19	46b9edcc-5c44-4a48-b0b9-8688027a8712	0
059e2054-6746-43bb-a2cd-33a19a11eaf8	8	31c34b84-ec82-4c12-87fb-a97dc3ed8305	0
05aaa356-577d-4347-9126-f6028da08862	11	ae701aba-7bfc-48cb-8488-6b700d3c881f	0
05c9004b-b643-4aa6-81ec-18bff62d225d	10	3dbe8661-00d0-4ef9-9ea4-3d8cf2df7403	0
05ce25f7-1868-4d64-b45a-693360b964b8	20	8e4d32fc-842a-4703-a16b-f41fed88839d	0
05d66d2a-116c-4c6c-87ab-89c14ce10291	8	2a0cddd8-2d3d-40ba-9e95-36ac9c4b55f8	0
05e078f3-b7af-4c33-a98d-a36f060024ee	12	efd1e712-2d55-4ad7-91d5-0781b513faf9	0
05fac74e-67c5-4847-87a5-65f90a01a5c7	1	ea8302db-4d3c-44dd-965f-1f0cac108b27	0
0603dc29-3cec-425a-ab5a-96295e81c7cb	10	12b6cbdb-6bb9-42a0-bafb-bd5b31cbf11f	0
063c62ec-d581-4671-820c-0b8fc08a7ca8	20	1b986dfc-63fc-4bdf-a072-295f5dba5273	0
063e7392-bbe1-4444-ba75-d828d6c97305	8	46061e6d-cc43-46bd-a29a-a38e4055195d	0
063eceae-8eb2-4b76-94ea-32398246d969	15	3bfc8d3a-8ad4-45e4-9636-e5465bc84711	0
065b2658-4ccf-44ff-9ebc-431c21a6f8ad	14	e0268fc5-3a07-4f15-993a-e2da2a789b73	0
069117c8-4662-4600-a0a8-2709814eece8	3	efd1e712-2d55-4ad7-91d5-0781b513faf9	0
06a58b80-b620-45a3-870d-13bb40073cc0	17	718c376c-d0ef-49d0-b6bb-21a6eab9c6f0	0
06c068ac-5646-4370-85e4-6951fb93e811	2	ae701aba-7bfc-48cb-8488-6b700d3c881f	0
06c155fd-2db9-49bc-bed5-682e14ddd576	7	040fd3d7-d1ba-430d-9a65-966d6ff627b1	0
06de67e6-9ae7-4447-bb3b-2cfff215e3fb	16	31e54da1-391e-46e7-93c0-e9ad82557436	0
06fcdd19-0922-4957-9b41-6338ec3b3128	9	a1896ed4-70be-4aae-b78d-73cea1bbc192	0
071ae1fd-280e-466c-9f33-6928ebf66c74	9	8c59719f-f3ae-4287-8d5a-3fe451d641f1	0
07201b04-0a44-4bb8-a897-65c7623971c5	14	6ab61362-c3e5-4f33-8c8d-05579cfd9ef6	0
07286d8a-6c40-4af1-9f08-9d08bcefe47e	20	6ab61362-c3e5-4f33-8c8d-05579cfd9ef6	0
07317a25-0f1c-4f0e-8682-761cb4f89417	12	718c376c-d0ef-49d0-b6bb-21a6eab9c6f0	0
0744ebff-c59e-4ff6-8e50-d6168df862f7	3	33f79a02-1283-43b4-bea1-857d05349368	0
0752379e-bc0e-47fd-b74b-640ca7899092	9	f0cccc7f-409b-4071-8a1d-71259b1990cd	0
076f5e65-cdeb-46bb-96ef-e788879f2711	5	6117f343-85be-4d2c-8a89-9e8490892b4b	0
07736ea8-18ab-4389-9b17-f3402aa40592	18	718c376c-d0ef-49d0-b6bb-21a6eab9c6f0	0
0777fded-af3e-4aa5-804f-fa4bc693f85b	3	f0cccc7f-409b-4071-8a1d-71259b1990cd	0
